worker2_stage1-1    | [Stage1 Group 2] Starting, next stage: 172.32.0.14:13002, server: 172.32.0.10:12345
worker1_stage2-1    | [Worker 1] Sent 3000 OUTPUT weights in 50588000.000ms
worker1_stage2-1    | [Worker 1] Received 3000 OUTPUT center weights in 120821000.000ms
worker1_stage2-1    | [Worker 1] OUTPUT sync completed in 833472000.000ms
worker1_stage2-1    | [Stage2 Group 1] Successfully synced weights
worker1_stage2-1    | [Stage2 Group 1] Processed 5000 images
worker1_stage2-1    | [Stage2 Group 1] Syncing after 6000 images (sync #6), avg_loss=0.093194
worker1_stage2-1    | [Worker 1] Sent 3000 OUTPUT weights in 100046000.000ms
worker1_stage2-1    | [Worker 1] Received 3000 OUTPUT center weights in 191433000.000ms
worker1_stage2-1    | [Worker 1] OUTPUT sync completed in 1058465000.000ms
worker1_stage2-1    | [Stage2 Group 1] Successfully synced weights
worker1_stage2-1    | [Stage2 Group 1] Processed 6000 images
worker1_stage2-1    | [Stage2 Group 1] Syncing after 7000 images (sync #7), avg_loss=0.105069
worker1_stage2-1    | [Worker 1] Sent 3000 OUTPUT weights in 199546000.000ms
worker1_stage2-1    | [Worker 1] Received 3000 OUTPUT center weights in 114921000.000ms
worker1_stage2-1    | [Worker 1] OUTPUT sync completed in 1284623000.000ms
worker1_stage2-1    | [Stage2 Group 1] Successfully synced weights
worker1_stage2-1    | [Stage2 Group 1] Processed 7000 images
parameter_server-1  | [Parameter Server] Starting on port 12345 (Hybrid Mode)
parameter_server-1  | [Parameter Server] Hidden elastic center initialized (300x784)
parameter_server-1  | [Parameter Server] Output elastic center initialized (10x300)
parameter_server-1  | [Parameter Server] Separate elastic centers initialized
parameter_server-1  | [Parameter Server] Server socket ready, waiting for workers...
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #1)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 2 in 0.045ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.271ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 2 in 0.215ms
parameter_server-1  | [Parameter Server] Request #1 (OUTPUT) processed in 0.736ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #2)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 2 in 22.412ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 34.457ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 2 in 13.632ms
parameter_server-1  | [Parameter Server] Request #2 (HIDDEN) processed in 74.963ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #3)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 1 in 0.009ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.188ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 1 in 0.175ms
parameter_server-1  | [Parameter Server] Request #3 (OUTPUT) processed in 0.597ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #4)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 1 in 25.721ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 14.938ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 1 in 3.313ms
parameter_server-1  | [Parameter Server] Request #4 (HIDDEN) processed in 46.370ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #5)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 2 in 0.009ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.162ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 2 in 0.278ms
parameter_server-1  | [Parameter Server] Request #5 (OUTPUT) processed in 0.570ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
worker1_stage1-1    | [Stage1 Group 1] Starting, next stage: 172.32.0.12:13001, server: 172.32.0.10:12345
worker1_stage1-1    | [Stage1 Group 1] Loading MNIST data...
parameter_server-1  | [Parameter Server] Worker connected (request #6)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 2 in 5.083ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 14.515ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 2 in 4.469ms
parameter_server-1  | [Parameter Server] Request #6 (HIDDEN) processed in 25.560ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #7)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 1 in 0.013ms
worker1_stage1-1    | [Stage1 Group 1] Processing images 0 to 29999 (30000 total)
worker1_stage1-1    | [Stage1 Group 1] Pipeline stage initialized: 784→300, α=0.01, β=0.001
worker1_stage1-1    | [Stage1 Group 1] Starting epoch 1
worker1_stage1-1    | [Stage1 Group 1] Syncing after 1000 images (sync #1)
worker1_stage1-1    | [Worker 1] Sent 235200 HIDDEN weights in 25578199000.000ms
worker1_stage1-1    | [Worker 1] Received 235200 HIDDEN center weights in 3206025000.000ms
worker1_stage1-1    | [Worker 1] HIDDEN sync completed in 46805449000.000ms
worker1_stage1-1    | [Stage1 Group 1] Successfully synced weights
worker1_stage1-1    | [Stage1 Group 1] Processed 1000 images
worker1_stage1-1    | [Stage1 Group 1] Syncing after 2000 images (sync #2)
worker1_stage1-1    | [Worker 1] Sent 235200 HIDDEN weights in 12844931000.000ms
worker1_stage1-1    | [Worker 1] Received 235200 HIDDEN center weights in 2620034000.000ms
worker1_stage1-1    | [Worker 1] HIDDEN sync completed in 31629775000.000ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.205ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 1 in 0.290ms
parameter_server-1  | [Parameter Server] Request #7 (OUTPUT) processed in 0.713ms
worker2_stage2-1    | [Stage2 Group 2] Starting, listening on port 13002, server: 172.32.0.10:12345
worker2_stage2-1    | [Stage2 Group 2] Pipeline stage initialized: 300→10, α=0.01, β=0.001
worker2_stage2-1    | [Stage2 Group 13002] Activation server ready on port 16
worker2_stage2-1    | [Stage2 Group 2] Syncing after 1000 images (sync #1), avg_loss=0.093106
worker2_stage2-1    | [Worker 2] Sent 3000 OUTPUT weights in 77187000.000ms
worker2_stage2-1    | [Worker 2] Received 3000 OUTPUT center weights in 16851000.000ms
worker2_stage2-1    | [Worker 2] OUTPUT sync completed in 3325251000.000ms
worker2_stage2-1    | [Stage2 Group 2] Successfully synced weights
worker2_stage2-1    | [Stage2 Group 2] Processed 1000 images
worker2_stage2-1    | [Stage2 Group 2] Syncing after 2000 images (sync #2), avg_loss=0.092621
worker2_stage2-1    | [Worker 2] Sent 3000 OUTPUT weights in 72484000.000ms
worker2_stage2-1    | [Worker 2] Received 3000 OUTPUT center weights in 165339000.000ms
worker2_stage2-1    | [Worker 2] OUTPUT sync completed in 767667000.000ms
worker2_stage2-1    | [Stage2 Group 2] Successfully synced weights
worker2_stage2-1    | [Stage2 Group 2] Processed 2000 images
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #8)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 1 in 1.576ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 11.172ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 1 in 4.237ms
parameter_server-1  | [Parameter Server] Request #8 (HIDDEN) processed in 19.946ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #9)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 2 in 0.212ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.180ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 2 in 0.226ms
parameter_server-1  | [Parameter Server] Request #9 (OUTPUT) processed in 0.881ms
worker2_stage2-1    | [Stage2 Group 2] Syncing after 3000 images (sync #3), avg_loss=0.091899
worker2_stage2-1    | [Worker 2] Sent 3000 OUTPUT weights in 172641000.000ms
worker2_stage2-1    | [Worker 2] Received 3000 OUTPUT center weights in 66387000.000ms
worker2_stage2-1    | [Worker 2] OUTPUT sync completed in 1024084000.000ms
worker2_stage2-1    | [Stage2 Group 2] Successfully synced weights
worker2_stage2-1    | [Stage2 Group 2] Processed 3000 images
worker2_stage2-1    | [Stage2 Group 2] Syncing after 4000 images (sync #4), avg_loss=0.091806
worker2_stage2-1    | [Worker 2] Sent 3000 OUTPUT weights in 494415000.000ms
worker2_stage2-1    | [Worker 2] Received 3000 OUTPUT center weights in 48253000.000ms
worker2_stage2-1    | [Worker 2] OUTPUT sync completed in 3756999000.000ms
worker2_stage2-1    | [Stage2 Group 2] Successfully synced weights
worker2_stage2-1    | [Stage2 Group 2] Processed 4000 images
worker2_stage2-1    | [Stage2 Group 2] Syncing after 5000 images (sync #5), avg_loss=0.091996
parameter_server-1  | [Parameter Server] Waiting for worker connection...
worker1_stage1-1    | [Stage1 Group 1] Successfully synced weights
worker1_stage1-1    | [Stage1 Group 1] Processed 2000 images
parameter_server-1  | [Parameter Server] Worker connected (request #10)
worker1_stage1-1    | [Stage1 Group 1] Syncing after 3000 images (sync #3)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 2 in 4.113ms
worker1_stage1-1    | [Worker 1] Sent 235200 HIDDEN weights in 1404191000.000ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 14.057ms
worker1_stage1-1    | [Worker 1] Received 235200 HIDDEN center weights in 1601775000.000ms
worker1_stage1-1    | [Worker 1] HIDDEN sync completed in 16965237000.000ms
worker1_stage1-1    | [Stage1 Group 1] Successfully synced weights
worker1_stage1-1    | [Stage1 Group 1] Processed 3000 images
worker1_stage1-1    | [Stage1 Group 1] Syncing after 4000 images (sync #4)
worker1_stage1-1    | [Worker 1] Sent 235200 HIDDEN weights in 9004407000.000ms
worker1_stage1-1    | [Worker 1] Received 235200 HIDDEN center weights in 4027211000.000ms
worker1_stage1-1    | [Worker 1] HIDDEN sync completed in 32004406000.000ms
worker1_stage1-1    | [Stage1 Group 1] Successfully synced weights
worker1_stage1-1    | [Stage1 Group 1] Processed 4000 images
worker1_stage1-1    | [Stage1 Group 1] Syncing after 5000 images (sync #5)
worker1_stage1-1    | [Worker 1] Sent 235200 HIDDEN weights in 19302828000.000ms
worker1_stage1-1    | [Worker 1] Received 235200 HIDDEN center weights in 15309821000.000ms
worker1_stage1-1    | [Worker 1] HIDDEN sync completed in 48482071000.000ms
worker1_stage1-1    | [Stage1 Group 1] Successfully synced weights
worker1_stage1-1    | [Stage1 Group 1] Processed 5000 images
worker1_stage1-1    | [Stage1 Group 1] Syncing after 6000 images (sync #6)
worker1_stage1-1    | [Worker 1] Sent 235200 HIDDEN weights in 1812535000.000ms
worker1_stage1-1    | [Worker 1] Received 235200 HIDDEN center weights in 4334606000.000ms
worker1_stage1-1    | [Worker 1] HIDDEN sync completed in 20862970000.000ms
worker1_stage1-1    | [Stage1 Group 1] Successfully synced weights
worker1_stage1-1    | [Stage1 Group 1] Processed 6000 images
worker1_stage1-1    | [Stage1 Group 1] Syncing after 7000 images (sync #7)
worker1_stage1-1    | [Worker 1] Sent 235200 HIDDEN weights in 2696488000.000ms
worker1_stage1-1    | [Worker 1] Received 235200 HIDDEN center weights in 3499756000.000ms
worker1_stage1-1    | [Worker 1] HIDDEN sync completed in 24323018000.000ms
worker1_stage1-1    | [Stage1 Group 1] Successfully synced weights
worker1_stage1-1    | [Stage1 Group 1] Processed 7000 images
worker2_stage2-1    | [Worker 2] Sent 3000 OUTPUT weights in 111030000.000ms
worker2_stage2-1    | [Worker 2] Received 3000 OUTPUT center weights in 598939000.000ms
worker2_stage2-1    | [Worker 2] OUTPUT sync completed in 1768353000.000ms
worker2_stage2-1    | [Stage2 Group 2] Successfully synced weights
worker2_stage2-1    | [Stage2 Group 2] Processed 5000 images
worker2_stage2-1    | [Stage2 Group 2] Syncing after 6000 images (sync #6), avg_loss=0.092281
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 2 in 4.530ms
parameter_server-1  | [Parameter Server] Request #10 (HIDDEN) processed in 24.349ms
parameter_server-1  | [Parameter Server] === Processed 10 total requests ===
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #11)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 1 in 0.297ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.178ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 1 in 0.142ms
parameter_server-1  | [Parameter Server] Request #11 (OUTPUT) processed in 0.796ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #12)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 1 in 1.673ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 11.461ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 1 in 1.561ms
parameter_server-1  | [Parameter Server] Request #12 (HIDDEN) processed in 16.420ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #13)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 2 in 0.505ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.152ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 2 in 0.154ms
parameter_server-1  | [Parameter Server] Request #13 (OUTPUT) processed in 1.068ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #14)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 2 in 4.267ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 11.505ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 2 in 5.457ms
parameter_server-1  | [Parameter Server] Request #14 (HIDDEN) processed in 25.075ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #15)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 1 in 0.061ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.803ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 1 in 0.209ms
parameter_server-1  | [Parameter Server] Request #15 (OUTPUT) processed in 1.258ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #16)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 1 in 6.264ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 13.772ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 1 in 4.743ms
parameter_server-1  | [Parameter Server] Request #16 (HIDDEN) processed in 28.595ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #17)
worker2_stage2-1    | [Worker 2] Sent 3000 OUTPUT weights in 79264000.000ms
worker2_stage2-1    | [Worker 2] Received 3000 OUTPUT center weights in 11041000.000ms
worker2_stage2-1    | [Worker 2] OUTPUT sync completed in 1268828000.000ms
worker2_stage2-1    | [Stage2 Group 2] Successfully synced weights
worker2_stage2-1    | [Stage2 Group 2] Processed 6000 images
worker2_stage2-1    | [Stage2 Group 2] Syncing after 7000 images (sync #7), avg_loss=0.100981
worker2_stage2-1    | [Worker 2] Sent 3000 OUTPUT weights in 57876000.000ms
worker2_stage2-1    | [Worker 2] Received 3000 OUTPUT center weights in 135146000.000ms
worker2_stage2-1    | [Worker 2] OUTPUT sync completed in 5579191000.000ms
worker2_stage2-1    | [Stage2 Group 2] Successfully synced weights
worker2_stage2-1    | [Stage2 Group 2] Processed 7000 images
worker2_stage2-1    | [Stage2 Group 2] Syncing after 8000 images (sync #8), avg_loss=0.145793
worker2_stage2-1    | [Worker 2] Sent 3000 OUTPUT weights in 70818000.000ms
worker2_stage2-1    | [Worker 2] Received 3000 OUTPUT center weights in 9698000.000ms
worker2_stage2-1    | [Worker 2] OUTPUT sync completed in 1162858000.000ms
worker2_stage2-1    | [Stage2 Group 2] Successfully synced weights
worker2_stage2-1    | [Stage2 Group 2] Processed 8000 images
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 2 in 0.014ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.317ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 2 in 0.401ms
parameter_server-1  | [Parameter Server] Request #17 (OUTPUT) processed in 1.051ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #18)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 2 in 3.950ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 15.262ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 2 in 4.869ms
parameter_server-1  | [Parameter Server] Request #18 (HIDDEN) processed in 26.198ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #19)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 1 in 0.016ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.152ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 1 in 0.204ms
parameter_server-1  | [Parameter Server] Request #19 (OUTPUT) processed in 0.527ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #20)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 1 in 19.586ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 10.707ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 1 in 15.195ms
parameter_server-1  | [Parameter Server] Request #20 (HIDDEN) processed in 47.619ms
parameter_server-1  | [Parameter Server] === Processed 20 total requests ===
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #21)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 2 in 0.011ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.317ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 2 in 0.226ms
parameter_server-1  | [Parameter Server] Request #21 (OUTPUT) processed in 0.924ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #22)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 2 in 4.515ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 14.895ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 2 in 2.039ms
parameter_server-1  | [Parameter Server] Request #22 (HIDDEN) processed in 23.567ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #23)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 1 in 0.060ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.157ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 1 in 0.291ms
parameter_server-1  | [Parameter Server] Request #23 (OUTPUT) processed in 0.714ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #24)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 1 in 2.115ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 11.841ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 1 in 4.294ms
parameter_server-1  | [Parameter Server] Request #24 (HIDDEN) processed in 20.104ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #25)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 2 in 0.014ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.141ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 2 in 0.289ms
parameter_server-1  | [Parameter Server] Request #25 (OUTPUT) processed in 0.594ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #26)
parameter_server-1  | [Parameter Server] Received 235200 HIDDEN weights from worker 2 in 2.037ms
parameter_server-1  | [Parameter Server] Updated HIDDEN elastic center in 11.650ms
parameter_server-1  | [Parameter Server] Sent 235200 HIDDEN center weights to worker 2 in 5.787ms
parameter_server-1  | [Parameter Server] Request #26 (HIDDEN) processed in 21.124ms
parameter_server-1  | [Parameter Server] Waiting for worker connection...
parameter_server-1  | [Parameter Server] Worker connected (request #27)
parameter_server-1  | [Parameter Server] Received 3000 OUTPUT weights from worker 1 in 0.151ms
parameter_server-1  | [Parameter Server] Updated OUTPUT elastic center in 0.206ms
parameter_server-1  | [Parameter Server] Sent 3000 OUTPUT center weights to worker 1 in 0.356ms
